Fecha,Producto/Ficha,Categoria,Descripción,Moneda,Valor Venta
10/12/2022,631500045-13594,BICICLETA,"E-BIKE E-MON AL 20"" Aro: 20""; Color: NEGRO/ROJO; Mater.: ALUMINIO",S/ ,"3,219.49"
10/12/2022,571380074-14004,BICICLETA," BICICLETA CANON HT 29"" Aro: 29""; Color: NEGRO/ROJO; Gén.: HOMBRE",S/ ,"1,270.34"
10/12/2022,581270049-11248,FITNESS,TROTADORA T350 Color: NEGRO,S/ ,"2,456.78"
10/12/2022,571192180-15041,BICICLETA,"BICICLETA BLI 27.5"" S (2201204124) Aro: 27.5""; Color: DESERT SAGE; Gén.: MUJER; Mater.: ALUMINIO; Año: 2022.000; Talla: S",S/ ,"2,186.25"
10/12/2022,571200204-14903,BICICLETA," BICICLETA MRG CITY 24"" Aro: 24""; Color: NEGRO/FUCSIA; Gén.: MUJER",S/ ,825.72
10/13/2022,581240041-11248,FITNESS,ELIPTICA E6010 Color: NEGRO,S/ ,"2,372.03"
10/15/2022,581240009-11248,FITNESS,ELIPTICA PREST E6701 Color: NEGRO,S/ ,"3,812.72"
10/15/2022,581270054-11248,FITNESS,TROTADORA Q2S PLUS Color: NEGRO,S/ ,"1,948.31"
10/15/2022,581250008-11248,FITNESS,GIMNASIO G2300 Color: NEGRO,S/ ,"2,033.05"
10/15/2022,581250008-11248,FITNESS,GIMNASIO G2300 Color: NEGRO,S/ ,"2,033.05"
10/15/2022,602240002-12995,ACCESORIO,PARADOR CENTRAL AJUSTABLE 20-29 Color: PLATEADO; TipoAcc: PARADOR,S/ ,38.05
10/15/2022,581270054-12251,FITNESS,TROTADORA Q2S PLUS Color: GRIS,S/ ,"2,109.32"
10/16/2022,581560018-11248,FITNESS,SPINNING K4017 Color: NEGRO,S/ ,"1,185.59"
10/16/2022,581270054-11248,FITNESS,TROTADORA Q2S PLUS Color: NEGRO,S/ ,"1,948.31"
10/16/2022,581240026-11252,FITNESS,ELIPTICA E1020 Color: NEGRO/PLATEADO,S/ ,761.86
10/16/2022,581270054-11248,FITNESS,TROTADORA Q2S PLUS Color: NEGRO,S/ ,"2,109.32"
10/16/2022,581560017-11248,FITNESS,SPINNING K4015 Color: NEGRO,S/ ,"1,524.58"
10/17/2022,581270050-11248,FITNESS,TROTADORA T370 Color: NEGRO,S/ ,"2,965.26"
10/17/2022,581560018-11248,FITNESS,SPINNING K4017 Color: NEGRO,S/ ,"1,185.59"
10/17/2022,571500045-14916,BICICLETA," BICICLETA GRV 27.5"" Aro: 27.5""; Color: NEGRO/AMARILLO; Mater.: ACERO; Gén.: HOMBRE",S/ ,761.86
10/17/2022,571500045-12681,BICICLETA," BICICLETA GRV 27.5"" Aro: 27.5""; Color: NEGRO/VERDE; Mater.: ACERO; Gén.: HOMBRE",S/ ,761.86
10/18/2022,581560018-11248,FITNESS,SPINNING K4017 Color: NEGRO,S/ ,"1,355.08"
10/18/2022,581280004-11442,FITNESS,BANCA PWR TRACK Color: PLATEADO/NEGRO,S/ ,761.86
10/18/2022,602220011-12947,ACCESORIO,GUARDABARROS CORTO MTB NEGRO - ZEB (A1 + / 2021 +) Color: NEGRO; TipoAcc: GUARDABARROS,S/ ,76.19
10/18/2022,602050036-15158,ACCESORIO,GUANTES FOX DIRTPAW Color: GRIS; Gén.: HOMBRE; Talla: M; TipoAcc: GUANTES; Año: 2021.000,S/ ,127.03
10/18/2022,571191929-12671,BICICLETA," BICICLETA MRG ADVANCED 26"" Aro: 26""; Color: NEGRO/AZUL; Mater.: ALUMINIO; Gén.: HOMBRE",S/ ,973.73
10/18/2022,581270038-11248,FITNESS,TROTADORA T107 Color: NEGRO,S/ ,"1,948.31"
10/18/2022,571500045-12681,BICICLETA," BICICLETA GRV 27.5"" Aro: 27.5""; Color: NEGRO/VERDE; Mater.: ACERO; Gén.: HOMBRE",S/ ,761.86
10/18/2022,571500045-14916,BICICLETA," BICICLETA GRV 27.5"" Aro: 27.5""; Color: NEGRO/AMARILLO; Mater.: ACERO; Gén.: HOMBRE",S/ ,761.86
10/20/2022,581270058-11248,FITNESS,TROTADORA X3 PLUS Color: NEGRO,S/ ,"2,643.22"
10/20/2022,571500043-13638,BICICLETA," BICICLETA MTCITY 21V Aro: 26""; Color: GRIS/LILA; Mater.: ACERO; Gén.: UNISEX",S/ ,643.22
10/20/2022,571500043-13637,BICICLETA," BICICLETA MTCITY 21V Aro: 26""; Color: GRIS/AZUL; Mater.: ACERO; Gén.: UNISEX",S/ ,643.22
10/20/2022,581270038-11248,FITNESS,TROTADORA T107 Color: NEGRO,S/ ,"1,948.31"
10/21/2022,602310009-12993,ACCESORIO,PORTABOTELLA AIRWAY SPORT SIDEPULL R Color: NEGRO/GRIS; TipoAcc: PORTABOTELLA,S/ ,46.53
10/21/2022,602300002-12983,ACCESORIO,BOTELLA DOUBLESPRING 750CC TRANSPARENT Color: NEGRO/NEGRO; TipoAcc: BOTELLA,S/ ,25.34
10/21/2022,581560018-11248,FITNESS,SPINNING K4017 Color: NEGRO,S/ ,"1,355.08"
10/21/2022,571230119-12560,BICICLETA," BICICLETA  UNICORNIO 16"" Aro: 16""; Color: LILA; Año: 2020.000; Lic.: ; Gén.: MUJER",S/ ,575.42
10/21/2022,571380074-14004,BICICLETA," BICICLETA CANON HT 29"" Aro: 29""; Color: NEGRO/ROJO; Gén.: HOMBRE",S/ ,"1,270.34"
10/23/2022,571192085-13702,BICICLETA,"BICICLETA TLN 29 - 4 M (2101107125) Aro: 29""; Color: METALLIC BLACK; Talla: M; Año: 2021.000",S/ ,"1,821.19"
10/23/2022,602330005-11619,ACCESORIO, CONTROL BLAST 1 Color: NEGRO; TipoAcc: INFLADOR,S/ ,76.19
10/23/2022,602620002-13838,ACCESORIO,CARTUCHO CO2 CONTROL BLAST 16G - 3 UNIDAES TipoAcc: CO2,S/ ,38.14
10/24/2022,581560018-11248,FITNESS,SPINNING K4017 Color: NEGRO,S/ ,"1,100.85"
10/24/2022,601581592-14158,ACCESORIO,YOGA BALL 65CM Color: AZUL; TipoAcc: YOGA BALL,S/ ,40.59
10/24/2022,601581593-14159,ACCESORIO,YOGA BLOCK 3X6X9 Color: NEGRO; TipoAcc: YOGA BLOCK,S/ ,15.17
10/24/2022,581270019-11498,FITNESS,TROTADORA T101 Color: PLATA,S/ ,"1,609.32"
10/24/2022,571230119-12560,BICICLETA," BICICLETA  UNICORNIO 16"" Aro: 16""; Color: LILA; Año: 2020.000; Lic.: ; Gén.: MUJER",S/ ,465.25
10/24/2022,581560018-11248,FITNESS,SPINNING K4017 Color: NEGRO,S/ ,"1,100.85"
10/24/2022,571191927-12616,BICICLETA," BICICLETA MRG 24"" Aro: 24""; Color: NEGRO/AMARILLO; Mater.: ALUMINIO; Gén.: HOMBRE",S/ ,888.98
10/24/2022,581560018-11248,FITNESS,SPINNING K4017 Color: NEGRO,S/ ,"1,100.85"
10/24/2022,571500045-14916,BICICLETA," BICICLETA GRV 27.5"" Aro: 27.5""; Color: NEGRO/AMARILLO; Mater.: ACERO; Gén.: HOMBRE",S/ ,550.00
10/24/2022,571192088-13705,BICICLETA,"BICICLETA TLN 29 - 4 L (2101107227) Aro: 29""; Color: TREKKING GREEN; Talla: L; Año: 2021.000",S/ ,"1,694.07"
10/24/2022,571230119-12560,BICICLETA," BICICLETA  UNICORNIO 16"" Aro: 16""; Color: LILA; Año: 2020.000; Lic.: ; Gén.: MUJER",S/ ,465.25
10/24/2022,571230135-13608,BICICLETA," BICICLETA WHO RACING 16"" Aro: 16""; Color: AZUL/ROJO; Lic.: MATTEL; Gén.: HOMBRE",S/ ,465.25
10/24/2022,581270054-11248,FITNESS,TROTADORA Q2S PLUS Color: NEGRO,S/ ,"1,829.66"
10/25/2022,601581550-11248,ACCESORIO,"JUEGO MANCUERNAS, PESAS Y BARRAS Color: NEGRO",S/ ,126.27
10/25/2022,581270058-11248,FITNESS,TROTADORA X3 PLUS Color: NEGRO,S/ ,"2,541.53"
10/25/2022,581270059-12251,FITNESS,TROTADORA I1 Color: GRIS,S/ ,"2,033.05"
10/25/2022,581270046-11248,FITNESS,TROTADORA PREST T5454 Color: NEGRO,S/ ,"5,422.88"
10/25/2022,571500043-14471,BICICLETA," BICICLETA MTCITY 21V Aro: 26""; Color: NEGRO/AMARILLO; Mater.: ACERO; Gén.: UNISEX",S/ ,456.78
10/25/2022,581270058-11248,FITNESS,TROTADORA X3 PLUS Color: NEGRO,S/ ,"2,541.53"
10/25/2022,571192078-13701,BICICLETA,"BICICLETA TLN 29 - 2 L (2101112127 ) Aro: 29""; Color: CONCRETE; Talla: L; Año: 2021.000",S/ ,"2,372.03"
10/25/2022,571500045-12681,BICICLETA," BICICLETA GRV 27.5"" Aro: 27.5""; Color: NEGRO/VERDE; Mater.: ACERO; Gén.: HOMBRE",S/ ,550.00
10/26/2022,571230119-12560,BICICLETA," BICICLETA  UNICORNIO 16"" Aro: 16""; Color: LILA; Año: 2020.000; Lic.: ; Gén.: MUJER",S/ ,465.25
10/26/2022,571500043-13637,BICICLETA," BICICLETA MTCITY 21V Aro: 26""; Color: GRIS/AZUL; Mater.: ACERO; Gén.: UNISEX",S/ ,456.78
10/26/2022,571230141-14490,BICICLETA," BICICLETA SPD SUPER HERO 16"" Aro: 16""; Color: AZUL/ROJO; Lic.: MARVEL; Gén.: HOMBRE",S/ ,465.25
10/26/2022,571192081-13704,BICICLETA,"BICICLETA TLN 29 - 3 M (2101108225) Aro: 29""; Color: TREKKING GREEN; Talla: M; Año: 2021.000",S/ ,"2,033.05"
10/26/2022,601581594-14160,ACCESORIO,YOGA MAT NBR Color: NEGRO; TipoAcc: YOGA MAT,S/ ,65.25
10/26/2022,571192077-13700,BICICLETA,"BICICLETA TLN 29 - 2 M (2101112125) Aro: 29""; Color: CONCRETE; Talla: M; Año: 2021.000",S/ ,"2,372.03"
10/27/2022,581270054-12251,FITNESS,TROTADORA Q2S PLUS Color: GRIS,S/ ,"1,829.66"
10/27/2022,581240018-11248,FITNESS,ELIPTICA E6008 Color: NEGRO,S/ ,"1,694.07"
10/27/2022,571230119-12560,BICICLETA," BICICLETA  UNICORNIO 16"" Aro: 16""; Color: LILA; Año: 2020.000; Lic.: ; Gén.: MUJER",S/ ,465.25
10/27/2022,581270054-11248,FITNESS,TROTADORA Q2S PLUS Color: NEGRO,S/ ,"1,829.66"
10/27/2022,571191931-11487,BICICLETA," BICICLETA SCP 27.5"" Aro: 27.5""; Color: NEGRO; Mater.: ACERO; Gén.: HOMBRE",S/ ,660.17
10/27/2022,571192075-13622,BICICLETA," BICICLETA MRG ADVANCED 27.5"" Aro: 27.5""; Color: NEGRO/FUCSIA; Mater.: ALUMINIO; Gén.: MUJER",S/ ,"1,355.08"
10/27/2022,571230116-12559,BICICLETA," BICICLETA ELSA 16"" Aro: 16""; Color: CELESTE; Año: 2020.000; Lic.: ; Gén.: MUJER",S/ ,0.85
10/27/2022,575530142-12552,BICICLETA," BICICLETA 16"" Aro: 16""; Color: NEGRO; Mater.: ACERO; Lic.: WARNER; Gén.: HOMBRE",S/ ,465.25
10/27/2022,571230115-12558,BICICLETA," BICICLETA  COOL 12"" Aro: 12""; Color: ROSADO; Año: 2020.000; Lic.: ; Gén.: MUJER",S/ ,397.46
10/27/2022,571230126-11213,BICICLETA," BICICLETA SPACE 12"" Aro: 12""; Color: FUCSIA; Mater.: ACERO; Gén.: MUJER",S/ ,0.85
10/27/2022,571200155-13672,BICICLETA," BICICLETA TURQUESA CITY 6V 26"" Aro: 26""; Color: GRIS CLARO; Mater.: ACERO; Gén.: MUJER",S/ ,"1,185.59"
10/27/2022,571180002-12623,BICICLETA," BICICLETA ROMA GIRL 20"" Aro: 20""; Color: GRIS CLARO; Mater.: ACERO; Gén.: MUJER",S/ ,677.12
10/27/2022,571180002-11465,BICICLETA," BICICLETA ROMA GIRL 20"" Aro: 20""; Color: VERDE; Mater.: ACERO; Gén.: MUJER",S/ ,677.12
10/27/2022,571191927-12616,BICICLETA," BICICLETA MRG 24"" Aro: 24""; Color: NEGRO/AMARILLO; Mater.: ALUMINIO; Gén.: HOMBRE",S/ ,888.98
10/27/2022,571230115-12558,BICICLETA," BICICLETA  COOL 12"" Aro: 12""; Color: ROSADO; Año: 2020.000; Lic.: ; Gén.: MUJER",S/ ,397.46
10/27/2022,571500043-14472,BICICLETA," BICICLETA MTCITY 21V Aro: 26""; Color: NEGRO/ROJO; Mater.: ACERO; Gén.: UNISEX",S/ ,456.78
10/27/2022,571500043-14470,BICICLETA," BICICLETA MTCITY 21V Aro: 26""; Color: NEGRO/VERDE; Mater.: ACERO; Gén.: UNISEX",S/ ,456.78
10/27/2022,571192078-13701,BICICLETA,"BICICLETA TLN 29 - 2 L (2101112127 ) Aro: 29""; Color: CONCRETE; Talla: L; Año: 2021.000",S/ ,"2,372.03"
10/27/2022,581270054-11248,FITNESS,TROTADORA Q2S PLUS Color: NEGRO,S/ ,"1,829.66"
10/28/2022,571192176-14003,BICICLETA," BICICLETA NEVADA 01 29"" Aro: 29""; Color: NEGRO/VERDE; Gén.: HOMBRE",S/ ,"2,456.78"
10/28/2022,581270044-11248,FITNESS,TROTADORA T620 Color: NEGRO,S/ ,"3,897.46"
10/28/2022,581560002-11248,FITNESS,SPINNING PREST S5007 Color: NEGRO,S/ ,"2,033.05"
10/28/2022,581560018-11248,FITNESS,SPINNING K4017 Color: NEGRO,S/ ,"1,100.85"
10/28/2022,571500045-14916,BICICLETA," BICICLETA GRV 27.5"" Aro: 27.5""; Color: NEGRO/AMARILLO; Mater.: ACERO; Gén.: HOMBRE",S/ ,550.00
10/28/2022,602020022-11697,ACCESORIO,LUZ RECON HL500 + RECON TL100 COMBO Color: NEGRO; TipoAcc: LUZ,S/ ,295.76
10/28/2022,581270054-11248,FITNESS,TROTADORA Q2S PLUS Color: NEGRO,S/ ,"1,829.66"
10/28/2022,581560018-11248,FITNESS,SPINNING K4017 Color: NEGRO,S/ ,"1,100.85"
10/28/2022,581560018-11248,FITNESS,SPINNING K4017 Color: NEGRO,S/ ,"1,100.85"
10/28/2022,601581550-11248,ACCESORIO,"JUEGO MANCUERNAS, PESAS Y BARRAS Color: NEGRO",S/ ,126.27
10/28/2022,571192088-13705,BICICLETA,"BICICLETA TLN 29 - 4 L (2101107227) Aro: 29""; Color: TREKKING GREEN; Talla: L; Año: 2021.000",S/ ,"1,694.07"
10/28/2022,581560018-11248,FITNESS,SPINNING K4017 Color: NEGRO,S/ ,"1,100.85"
10/28/2022,581240043-11252,FITNESS,ELIPTICA E1130 Color: NEGRO/PLATEADO,S/ ,846.61
10/29/2022,581270054-11248,FITNESS,TROTADORA Q2S PLUS Color: NEGRO,S/ ,"1,829.66"
10/29/2022,571180002-12623,BICICLETA," BICICLETA ROMA GIRL 20"" Aro: 20""; Color: GRIS CLARO; Mater.: ACERO; Gén.: MUJER",S/ ,677.12
10/29/2022,581270044-11248,FITNESS,TROTADORA T620 Color: NEGRO,S/ ,"3,897.46"
10/29/2022,581280004-11442,FITNESS,BANCA PWR TRACK Color: PLATEADO/NEGRO,S/ ,761.86
10/29/2022,581560002-11248,FITNESS,SPINNING PREST S5007 Color: NEGRO,S/ ,"2,033.05"
10/30/2022,581270051-11248,FITNESS,TROTADORA S200 Color: NEGRO,S/ ,"1,948.31"
10/30/2022,581270041-12251,FITNESS,TROTADORA T600 Color: GRIS,S/ ,"2,795.77"
10/30/2022,571230138-13649,BICICLETA," BICICLETA ELSA 12"" Aro: 12""; Color: CELESTE; Mater.: ACERO; Lic.: ; Gén.: MUJER",S/ ,397.46
10/30/2022,571500045-12681,BICICLETA," BICICLETA GRV 27.5"" Aro: 27.5""; Color: NEGRO/VERDE; Mater.: ACERO; Gén.: HOMBRE",S/ ,550.00
10/30/2022,581240026-11252,FITNESS,ELIPTICA E1020 Color: NEGRO/PLATEADO,S/ ,761.86
10/30/2022,581270059-12251,FITNESS,TROTADORA I1 Color: GRIS,S/ ,"2,033.05"
10/30/2022,581560016-11248,FITNESS,SPINNING K4800 Color: NEGRO,S/ ,"1,016.10"
10/31/2022,581270054-11248,FITNESS,TROTADORA Q2S PLUS Color: NEGRO,S/ ,"1,829.66"
10/31/2022,571192081-13704,BICICLETA,"BICICLETA TLN 29 - 3 M (2101108225) Aro: 29""; Color: TREKKING GREEN; Talla: M; Año: 2021.000",S/ ,"2,033.05"
10/31/2022,581270054-12251,FITNESS,TROTADORA Q2S PLUS Color: GRIS,S/ ,"1,829.66"
10/31/2022,581270054-12251,FITNESS,TROTADORA Q2S PLUS Color: GRIS,S/ ,"1,829.66"
10/31/2022,581270060-11250,FITNESS,TROTADORA A1S Color: BLANCO,S/ ,"1,439.83"
10/31/2022,571500043-13637,BICICLETA," BICICLETA MTCITY 21V Aro: 26""; Color: GRIS/AZUL; Mater.: ACERO; Gén.: UNISEX",S/ ,456.78
10/31/2022,571191824-12604,BICICLETA," BICICLETA CANON 29"" Aro: 29""; Color: GRIS/VERDE; Mater.: ALUMINIO; Gén.: HOMBRE",S/ ,"1,287.46"
10/31/2022,631500038-13522,BICICLETA,"E-BIKE E-LITE 20"" Aro: 20""; Color: PLATEADO/NEGRO; Mater.: MAGNESIO",S/ ,"3,050.00"
10/31/2022,581270045-11248,FITNESS,TROTADORA T610 Color: NEGRO,S/ ,"3,727.97"
11/3/2022,571200204-14904,BICICLETA," BICICLETA MRG CITY 24"" Aro: 24""; Color: VERDE/AMARILLO; Gén.: MUJER",S/ ,973.73
11/3/2022,571180002-11465,BICICLETA," BICICLETA ROMA GIRL 20"" Aro: 20""; Color: VERDE; Mater.: ACERO; Gén.: MUJER",S/ ,677.12
11/3/2022,581560018-11248,FITNESS,SPINNING K4017 Color: NEGRO,S/ ,"1,185.59"
11/3/2022,581240043-11252,FITNESS,ELIPTICA E1130 Color: NEGRO/PLATEADO,S/ ,846.61
11/3/2022,581270045-11248,FITNESS,TROTADORA T610 Color: NEGRO,S/ ,"3,388.99"
11/3/2022,571200004-11181,BICICLETA," BICICLETA TRICICARGO VENECIA 24"" Aro: 24""; Color: NEGRO; Mater.: ACERO; Gén.: HOMBRE",S/ ,"1,694.07"
11/4/2022,581240018-11248,FITNESS,ELIPTICA E6008 Color: NEGRO,S/ ,"1,694.07"
11/4/2022,571192170-13735,BICICLETA,"BICICLETA TLN 29 - 1 M (2101105325) Aro: 29""; Color: BLACK; Gén.: HOMBRE; Año: 2021.000; Talla: M",S/ ,"3,219.49"
11/5/2022,602330001-11619,ACCESORIO,INFLADOR DE PIE CONTROL TOWER 3 Color: NEGRO; TipoAcc: INFLADOR,S/ ,94.70
11/5/2022,571192170-13735,BICICLETA,"BICICLETA TLN 29 - 1 M (2101105325) Aro: 29""; Color: BLACK; Gén.: HOMBRE; Año: 2021.000; Talla: M",S/ ,"3,219.49"
11/6/2022,581560018-11248,FITNESS,SPINNING K4017 Color: NEGRO,S/ ,"1,185.59"
11/6/2022,581270058-11248,FITNESS,TROTADORA X3 PLUS Color: NEGRO,S/ ,"2,541.53"
11/7/2022,581270039-12251,FITNESS,TROTADORA T100 Color: GRIS,S/ ,"1,524.58"
11/8/2022,571230054-11231,BICICLETA," BICICLETA DAISY SPRING 20"" Aro: 20""; Color: LILA; Mater.: ACERO; Gén.: MUJER",S/ ,677.12
11/8/2022,571230137-11459,BICICLETA," BICICLETA CANON 20"" Aro: 20""; Color: NEGRO/VERDE; Mater.: ALUMINIO; Gén.: HOMBRE",S/ ,812.71
11/8/2022,571230118-12561,BICICLETA," BICICLETA  ICONIC 16"" Aro: 16""; Color: BLANCO; Año: 2020.000; Lic.: ; Gén.: MUJER",S/ ,541.53
11/8/2022,581270054-11248,FITNESS,TROTADORA Q2S PLUS Color: NEGRO,S/ ,"2,033.05"
11/8/2022,571191929-13284,BICICLETA," BICICLETA MRG ADVANCED 26"" Aro: 26""; Color: GRIS/MORADO; Mater.: ALUMINIO; Gén.: MUJER",S/ ,973.73
11/9/2022,581270041-12251,FITNESS,TROTADORA T600 Color: GRIS,S/ ,"2,965.26"
11/10/2022,581240018-11248,FITNESS,ELIPTICA E6008 Color: NEGRO,S/ ,"1,694.07"
11/10/2022,571230141-14490,BICICLETA," BICICLETA SPD SUPER HERO 16"" Aro: 16""; Color: AZUL/ROJO; Lic.: MARVEL; Gén.: HOMBRE",S/ ,541.53
11/11/2022,581270054-11248,FITNESS,TROTADORA Q2S PLUS Color: NEGRO,S/ ,"2,033.05"
11/11/2022,581270041-12251,FITNESS,TROTADORA T600 Color: GRIS,S/ ,"2,965.26"
11/12/2022,581270058-11248,FITNESS,TROTADORA X3 PLUS Color: NEGRO,S/ ,"2,541.53"
11/12/2022,571510189-15310,BICICLETA,"BICICLETA STN 29 - 2 M (2201006205) Aro: 29""; Color: KNIGHT SHIELD; Talla: M; Año: 2022.000",S/ ,"6,392.06"
11/12/2022,732230041-13475,ACCESORIO,"ESPACIADORES PARA AURICULARES CARBONO UD LOGOTIPO NEGRO BRILLANTE (2.5 MM X 2, 5 MM X 1, 10 MM X 1, 20 MM X 1) TipoAcc: ESPACIADORES DE AURICULARES",S/ ,84.66
11/14/2022,581270054-11248,FITNESS,TROTADORA Q2S PLUS Color: NEGRO,S/ ,"2,033.05"
11/14/2022,581270046-11248,FITNESS,TROTADORA PREST T5454 Color: NEGRO,S/ ,"5,422.88"
11/14/2022,581270059-12251,FITNESS,TROTADORA I1 Color: GRIS,S/ ,"2,202.54"
11/14/2022,581560018-11248,FITNESS,SPINNING K4017 Color: NEGRO,S/ ,"1,270.34"
11/15/2022,571192132-14234,BICICLETA,"BICICLETA BATTTLE 24"" Aro: 24""; Color: NEGRO/ROJO; Gén.: HOMBRE",S/ ,"1,016.10"
11/15/2022,571230117-12560,BICICLETA," BICICLETA DESTINY 16"" Aro: 16""; Color: LILA; Año: 2020.000; Lic.: ; Gén.: MUJER",S/ ,465.25
11/15/2022,571180002-11465,BICICLETA," BICICLETA ROMA GIRL 20"" Aro: 20""; Color: VERDE; Mater.: ACERO; Gén.: MUJER",S/ ,651.70
11/15/2022,571230115-12558,BICICLETA," BICICLETA  COOL 12"" Aro: 12""; Color: ROSADO; Año: 2020.000; Lic.: ; Gén.: MUJER",S/ ,465.25
11/16/2022,602020004-11697,ACCESORIO,LUZ NUMEN COMBO 4 Color: NEGRO; TipoAcc: LUZ,S/ ,76.19
11/16/2022,602250004-12014,ACCESORIO,TIMBRE TING Color: NEGRO; TipoAcc: TIMBRE,S/ ,12.63
11/16/2022,602030001-14448,ACCESORIO,CASCO MTB Color: BLANCO/AZUL/PLATEADO; Talla: M; TipoAcc: CASCO,S/ ,59.24
11/16/2022,571230117-12560,BICICLETA," BICICLETA DESTINY 16"" Aro: 16""; Color: LILA; Año: 2020.000; Lic.: ; Gén.: MUJER",S/ ,465.25
11/17/2022,571200155-11113,BICICLETA," BICICLETA TURQUESA CITY 6V 26"" Aro: 26""; Color: NEGRO; Mater.: ACERO; Gén.: MUJER",S/ ,"1,007.63"
11/17/2022,571230084-11461,BICICLETA," BICICLETA PWR BIKE 20"" Aro: 20""; Color: NEGRO/AZUL; Mater.: ACERO; Gén.: HOMBRE",S/ ,677.12
11/17/2022,571230119-12560,BICICLETA," BICICLETA  UNICORNIO 16"" Aro: 16""; Color: LILA; Año: 2020.000; Lic.: ; Gén.: MUJER",S/ ,550.00
11/18/2022,571230117-12560,BICICLETA," BICICLETA DESTINY 16"" Aro: 16""; Color: LILA; Año: 2020.000; Lic.: ; Gén.: MUJER",S/ ,465.25
11/18/2022,581560018-11248,FITNESS,SPINNING K4017 Color: NEGRO,S/ ,"1,185.59"
11/18/2022,601581592-14158,ACCESORIO,YOGA BALL 65CM Color: AZUL; TipoAcc: YOGA BALL,S/ ,67.71
11/18/2022,571230117-12560,BICICLETA," BICICLETA DESTINY 16"" Aro: 16""; Color: LILA; Año: 2020.000; Lic.: ; Gén.: MUJER",S/ ,465.25
11/18/2022,571380048-12602,BICICLETA," BICICLETA CANON 27.5"" Aro: 27.5""; Color: GRIS/AZUL; Mater.: ALUMINIO; Gén.: HOMBRE",S/ ,"1,143.22"
11/18/2022,605530421-13774,ACCESORIO,CYCLE COMPUTER AXACT 9W WIRELESS (410000004) Color: NEGRO; TipoAcc: CYCLE COMPUTER,S/ ,134.75
11/18/2022,571200050-13644,BICICLETA," BICICLETA LEGEND 26"" Aro: 26""; Color: AQUA; Mater.: ACERO; Gén.: UNISEX",S/ ,"1,007.63"
11/19/2022,571230117-12560,BICICLETA," BICICLETA DESTINY 16"" Aro: 16""; Color: LILA; Año: 2020.000; Lic.: ; Gén.: MUJER",S/ ,465.25
11/19/2022,571380077-14917,BICICLETA," BICICLETA GRV 29"" Aro: 29""; Color: NEGRO/AZUL; Mater.: ACERO; Gén.: HOMBRE",S/ ,592.37
11/19/2022,581270054-11248,FITNESS,TROTADORA Q2S PLUS Color: NEGRO,S/ ,"2,117.80"
11/20/2022,571500045-12681,BICICLETA," BICICLETA GRV 27.5"" Aro: 27.5""; Color: NEGRO/VERDE; Mater.: ACERO; Gén.: HOMBRE",S/ ,550.00
11/20/2022,571230140-14489,BICICLETA," BICICLETA SPD DARK 16"" Aro: 16""; Color: NEGRO/AMARILLO; Lic.: MARVEL; Gén.: HOMBRE",S/ ,431.36
11/20/2022,575530142-12552,BICICLETA," BICICLETA 16"" Aro: 16""; Color: NEGRO; Mater.: ACERO; Lic.: WARNER; Gén.: HOMBRE",S/ ,431.36
11/20/2022,571230115-12558,BICICLETA," BICICLETA  COOL 12"" Aro: 12""; Color: ROSADO; Año: 2020.000; Lic.: ; Gén.: MUJER",S/ ,465.25
11/20/2022,581560018-11248,FITNESS,SPINNING K4017 Color: NEGRO,S/ ,"1,270.34"
11/20/2022,581240042-11248,FITNESS,ELIPTICA E5000 Color: NEGRO,S/ ,"1,439.83"
11/20/2022,571180003-11458,BICICLETA," BICICLETA SEVILLA GIRL 20"" Aro: 20""; Color: ROSADO; Mater.: ACERO; Gén.: MUJER",S/ ,592.37
11/20/2022,571200155-13672,BICICLETA," BICICLETA TURQUESA CITY 6V 26"" Aro: 26""; Color: GRIS CLARO; Mater.: ACERO; Gén.: MUJER",S/ ,"1,007.63"
11/21/2022,571191929-12671,BICICLETA," BICICLETA MRG ADVANCED 26"" Aro: 26""; Color: NEGRO/AZUL; Mater.: ALUMINIO; Gén.: HOMBRE",S/ ,948.31
11/21/2022,581270019-11498,FITNESS,TROTADORA T101 Color: PLATA,S/ ,"1,609.32"
11/21/2022,581560018-11248,FITNESS,SPINNING K4017 Color: NEGRO,S/ ,"1,185.59"
11/21/2022,571191824-12625,BICICLETA," BICICLETA CANON 29"" Aro: 29""; Color: NEGRO/AZUL; Mater.: ALUMINIO; Gén.: HOMBRE",S/ ,"1,185.59"
11/21/2022,602020003-11697,ACCESORIO,LUZ NUMEN COMBO 3 Color: NEGRO; TipoAcc: LUZ,S/ ,84.66
11/21/2022,602250003-12963,ACCESORIO,TIMBRE TING SLIM Color: AZUL; TipoAcc: TIMBRE,S/ ,16.86
11/22/2022,571230128-12669,BICICLETA," BICICLETA MRG AL 20"" Aro: 20""; Color: GRIS/CELESTE; Mater.: ALUMINIO; Gén.: UNISEX",S/ ,931.36
11/22/2022,571191824-12625,BICICLETA," BICICLETA CANON 29"" Aro: 29""; Color: NEGRO/AZUL; Mater.: ALUMINIO; Gén.: HOMBRE",S/ ,"1,185.59"
11/22/2022,602020003-11697,ACCESORIO,LUZ NUMEN COMBO 3 Color: NEGRO; TipoAcc: LUZ,S/ ,84.66
11/22/2022,571191927-14965,BICICLETA," BICICLETA MRG 24"" Aro: 24""; Color: VERDE/AMARILLO; Mater.: ALUMINIO; Gén.: HOMBRE",S/ ,846.61
